Namespace,Project,Commit_Count,Branch_Count,Full_URL,github_org,github_repo
migration-demo-group,Music-Player,72,3,http://gitlabpoc.eastus.cloudapp.azure.com/migration-demo-group/music-player,kcghacnt,music-player-04132026
